VS B DENZ PART A I Thigh Tlow Time Dcool Compr Ion HB4861 Fe5160 N5200 Fe5262 O5577 N5755 O6300 HA6563 N6583 S6716 S6731 Fe7155 Fe7172 Ca7291 O7330 Fe7390 Fe7452 Fe8619 C8730 Fe8894 Fe9054 Fe9229 C9850
20.0 30.0 3.0 .5 1 0 0.8204E+04 0.1002E+04 0.6407E+02 0.4776E+15 0.503E+01 0.383E+00 0.314184 0.000251348 0.0369795 0.00277739 0.000443 0.000236895 0.123474 0.000471074 0.0725766 0.154265 0.218672 0.00121904 0.000279624 0.0272398 0.00366339 0.000207362 0.000383305 0.0373314 0.016746 0.0118102 0.00881287 0.00664186 0.713199
20.0 100.0 3.5 .02 1 0 0.1011E+05 0.1024E+04 0.1378E+03 0.1615E+16 0.423E+01 0.175E-01 0.284476 0.00373517 1.71254 0.0210455 0.0312923 0.00101273 4.7792 4.522e-05 0.165849 5.2628 4.35248 0.0238476 0.00566107 0.691276 0.0035844 0.00419886 0.00748172 0.889542 0.212788 0.300771 0.210034 0.169189 7.68085
20.0 100.0 3.5 .05 1 0 0.9872E+04 0.1018E+04 0.7414E+02 0.8447E+15 0.421E+01 0.428E-01 0.293895 0.00181921 0.558401 0.0152414 0.0109035 0.000728861 1.76043 0.00012286 0.13431 1.74574 1.74574 0.0101717 0.00235704 0.25804 0.00380595 0.00174868 0.00319171 0.345277 0.129902 0.11402 0.0815266 0.0641398 4.64355
20.0 100.0 3.5 .1 1 0 0.9495E+04 0.1013E+04 0.4977E+02 0.5563E+15 0.417E+01 0.844E-01 0.299419 0.00110186 0.22157 0.0110486 0.00461105 0.000509012 0.808431 0.00026497 0.106893 0.715611 0.86532 0.00547038 0.00124858 0.121564 0.00405413 0.000925204 0.00171567 0.170028 0.0790466 0.0548595 0.0401461 0.0308581 2.79657
20.0 100.0 3.5 .25 1 0 0.8534E+04 0.1001E+04 0.3681E+02 0.4020E+15 0.409E+01 0.203E+00 0.307085 0.000518973 0.0580697 0.00555516 0.00118535 0.000277605 0.272691 0.000729546 0.0749287 0.214652 0.331651 0.00222022 0.000509761 0.0448344 0.00404431 0.000377714 0.000697082 0.0637231 0.0353147 0.0201816 0.0150471 0.0113529 1.26519
20.0 10.0 3.5 .02 1 0 0.1196E+05 0.1010E+04 0.1174E+03 0.6308E+15 0.711E+01 0.172E-01 0.253083 0.0043176 1.61467 0.0282162 0.0369501 0.00126795 4.60611 7.46e-05 0.164757 4.5555 4.09995 0.0239695 0.0055982 0.635239 0.00443655 0.00415309 0.0075191 0.831396 0.218917 0.279065 0.196306 0.156977 7.54188
20.0 10.0 3.5 .05 1 0 0.1166E+05 0.1007E+04 0.7434E+02 0.3408E+15 0.708E+01 0.415E-01 0.285944 0.00276794 0.626217 0.0244711 0.0160701 0.00116093 2.11027 0.0001679 0.167277 1.79001 2.00733 0.0132535 0.00302529 0.297382 0.00594764 0.00224466 0.00415763 0.410936 0.163846 0.134445 0.0970294 0.0756265 5.37575
20.0 100.0 3.5 .5 1 0 0.7335E+04 0.1025E+04 0.4038E+02 0.4378E+15 0.409E+01 0.362E+00 0.316658 0.000208994 0.0207411 0.00206144 0.000288159 0.000169412 0.113364 0.00150005 0.0630149 0.0987973 0.175745 0.000807478 0.000193161 0.0215327 0.00318558 0.000142496 0.000253326 0.0236195 0.0177328 0.00756179 0.00557635 0.00425272 0.725147
20.0 10.0 3.5 .1 1 0 0.1121E+05 0.1008E+04 0.5856E+02 0.2380E+15 0.693E+01 0.812E-01 0.302351 0.00201063 0.273627 0.0197889 0.00798206 0.00098264 1.1187 0.0003233 0.156618 0.813324 1.10056 0.00844768 0.00191388 0.164479 0.00746806 0.00142105 0.00265162 0.239105 0.115498 0.076909 0.056458 0.0432634 3.59797
20.0 10.0 3.5 .25 1 0 0.1004E+05 0.1001E+04 0.5042E+02 0.1823E+15 0.659E+01 0.194E+00 0.315752 0.00127248 0.0808326 0.0124596 0.00260811 0.00070097 0.451526 0.00078325 0.132616 0.276283 0.464156 0.00449316 0.00104198 0.0751491 0.00940942 0.000773593 0.00140826 0.117362 0.0628347 0.0377987 0.0277104 0.0212628 1.83136
20.0 1.0 3.5 .02 1 0 0.1198E+05 0.1006E+04 0.1213E+03 0.6154E+15 0.724E+01 0.171E-01 0.253687 0.00421628 1.57032 0.0276899 0.0357699 0.00124053 4.49026 7.73e-05 0.160838 4.43952 4.00825 0.0234001 0.00546442 0.618996 0.0043279 0.00405392 0.0073417 0.811577 0.213351 0.272277 0.191627 0.153161 7.38229
20.0 1.0 3.5 .05 1 0 0.1169E+05 0.1004E+04 0.7890E+02 0.3325E+15 0.720E+01 0.414E-01 0.286113 0.0027381 0.615142 0.0242509 0.015822 0.00115303 2.08004 0.0001721 0.165373 1.75959 1.9799 0.0130954 0.00298702 0.291835 0.00588248 0.00221737 0.00410858 0.405874 0.161368 0.132725 0.0958335 0.0746611 5.3217
20.0 10.0 3.5 .5 1 0 0.8583E+04 0.1013E+04 0.4101E+02 0.1558E+15 0.628E+01 0.361E+00 0.321965 0.000750178 0.0286227 0.00666467 0.000740519 0.00045397 0.186096 0.00154066 0.106248 0.119449 0.224409 0.00235678 0.000576317 0.0376699 0.00898282 0.000424994 0.000737299 0.0619911 0.0331624 0.0204898 0.0146365 0.0115263 0.962675
20.0 1.0 3.5 .1 1 0 0.1123E+05 0.1007E+04 0.6333E+02 0.2325E+15 0.706E+01 0.810E-01 0.301884 0.00200753 0.271092 0.0197372 0.00790937 0.000987162 1.11395 0.0003285 0.156678 0.806031 1.09584 0.00841352 0.00190791 0.163319 0.00742635 0.00141584 0.00263847 0.238102 0.114716 0.0765669 0.0562199 0.0430698 3.59242
20.0 1.0 3.5 .25 1 0 0.1006E+05 0.1012E+04 0.4651E+02 0.1620E+15 0.662E+01 0.195E+00 0.314897 0.00126274 0.0812434 0.0123125 0.00268607 0.00070222 0.450303 0.0007919 0.131627 0.273016 0.45975 0.0044369 0.00103286 0.0730561 0.00976181 0.0007652 0.00139185 0.115948 0.0632943 0.0373688 0.0273772 0.0210194 1.81696
20.0 1.0 3.5 .5 1 0 0.8597E+04 0.1012E+04 0.4462E+02 0.1526E+15 0.640E+01 0.359E+00 0.32326 0.000762894 0.0288348 0.0067626 0.000749964 0.000462262 0.188461 0.00154068 0.107646 0.120576 0.226929 0.00238889 0.000585101 0.0381447 0.00911594 0.000433169 0.000749964 0.0629097 0.0336191 0.0208018 0.0148538 0.011702 0.976246
20.0 30.0 3.5 .02 1 0 0.1179E+05 0.1003E+04 0.1160E+03 0.7472E+15 0.644E+01 0.173E-01 0.254627 0.00445342 1.71364 0.0282559 0.0387033 0.00131387 4.86337 6.7e-05 0.172892 4.83791 4.27773 0.0249356 0.0058335 0.674761 0.00463421 0.00432611 0.00782214 0.868713 0.229419 0.292329 0.205117 0.164441 7.74066
20.0 30.0 3.5 .05 1 0 0.1150E+05 0.1005E+04 0.6944E+02 0.4053E+15 0.640E+01 0.419E-01 0.285449 0.00272318 0.64226 0.0237608 0.0161849 0.00114465 2.12945 0.000156 0.167844 1.83544 2.01812 0.0131849 0.00301148 0.302576 0.00593733 0.00223506 0.00413615 0.411326 0.165275 0.134937 0.0971211 0.0759037 5.36644
20.0 30.0 3.5 .1 1 0 0.1105E+05 0.1006E+04 0.5183E+02 0.2815E+15 0.629E+01 0.821E-01 0.299948 0.00190767 0.272953 0.0187618 0.00773867 0.000920841 1.08881 0.00030975 0.150574 0.809861 1.07681 0.0081256 0.00183868 0.162272 0.00719876 0.00136476 0.00254956 0.231098 0.112181 0.0744202 0.0545666 0.0418638 3.4794
20.0 30.0 3.5 .25 1 0 0.9902E+04 0.1003E+04 0.4220E+02 0.2127E+15 0.600E+01 0.196E+00 0.313169 0.00116812 0.0782922 0.0115403 0.00242393 0.000623206 0.422778 0.00077357 0.122136 0.26588 0.441568 0.00418394 0.000967692 0.0714025 0.00870609 0.000717157 0.00131218 0.109665 0.0585626 0.0352346 0.0258928 0.0198205 1.71617
20.0 30.0 3.5 .5 1 0 0.8469E+04 0.1008E+04 0.4245E+02 0.2091E+15 0.583E+01 0.361E+00 0.321627 0.000672201 0.0275313 0.00607875 0.000665768 0.000408466 0.17593 0.00152048 0.100026 0.116751 0.218063 0.00216133 0.000524252 0.0369871 0.0078477 0.000389169 0.000678633 0.0571628 0.0306511 0.0188023 0.0134987 0.0105783 0.919854
20.0 100.0 4.0 .02 1 0 0.1134E+05 0.1023E+04 0.5056E+02 0.3937E+15 0.551E+01 0.172E-01 0.263124 0.00621762 1.35772 0.0561296 0.0357849 0.00120774 4.68361 0.0002023 0.164979 3.76267 4.28892 0.029141 0.00663336 0.65781 0.00537299 0.00492042 0.00914093 0.88786 0.389424 0.29021 0.209639 0.163247 12.2353
20.0 100.0 4.0 .05 1 0 0.1106E+05 0.1009E+04 0.3291E+02 0.2389E+15 0.548E+01 0.418E-01 0.290214 0.00409201 0.43503 0.0406792 0.0148009 0.00105928 2.0402 0.0004915 0.158166 1.24792 1.83705 0.0157702 0.00357833 0.293116 0.00748751 0.00265545 0.00494524 0.423721 0.233042 0.135866 0.100048 0.0764278 6.61687
20.0 100.0 4.0 .1 1 0 0.1063E+05 0.1017E+04 0.2637E+02 0.1830E+15 0.541E+01 0.817E-01 0.303431 0.00297666 0.165977 0.0280582 0.00728234 0.000907258 1.07718 0.0009852 0.14504 0.512798 0.889052 0.00967944 0.00226056 0.158998 0.00958841 0.00167494 0.00303734 0.243446 0.148985 0.0789345 0.0574819 0.044401 3.7322
20.0 100.0 4.0 .25 1 0 0.9530E+04 0.1018E+04 0.2300E+02 0.1538E+15 0.524E+01 0.192E+00 0.315937 0.0018893 0.0429042 0.01459 0.00245167 0.000698221 0.448631 0.00243923 0.122268 0.158284 0.315937 0.004837 0.00122268 0.0726655 0.0121952 0.000906739 0.0015165 0.11889 0.0793002 0.0408601 0.028071 0.0229844 1.58916
20.0 10.0 4.0 .02 1 0 0.1197E+05 0.1000E+04 0.6054E+02 0.2539E+15 0.733E+01 0.169E-01 0.258004 0.00663328 1.24616 0.0615468 0.0353465 0.0012281 4.54087 0.0002555 0.159188 3.43145 4.17966 0.0296317 0.00672616 0.621789 0.00549806 0.0049898 0.00929588 0.878395 0.379266 0.285203 0.207404 0.160432 12.0488
20.0 10.0 4.0 .05 1 0 0.1168E+05 0.1001E+04 0.4708E+02 0.1602E+15 0.731E+01 0.406E-01 0.290876 0.0049798 0.439514 0.0484774 0.0165509 0.00123913 2.25138 0.0005513 0.173362 1.26531 1.96632 0.0181041 0.00413626 0.314146 0.00860993 0.00306874 0.0056779 0.476798 0.258298 0.153248 0.112581 0.086204 7.2719
20.0 100.0 4.0 .5 1 0 0.8162E+04 0.1018E+04 0.2247E+02 0.1507E+15 0.520E+01 0.340E+00 0.3242 0.001112 0.0147187 0.00705134 0.000722965 0.000512235 0.202949 0.00478121 0.101474 0.0687303 0.144917 0.00246392 0.000671093 0.0402007 0.0108283 0.000499267 0.000771595 0.0629271 0.0437669 0.0228561 0.0148581 0.0128578 0.804015
20.0 10.0 4.0 .1 1 0 0.1122E+05 0.1004E+04 0.4304E+02 0.1296E+15 0.723E+01 0.784E-01 0.30788 0.00392548 0.178263 0.0352431 0.00883617 0.00116995 1.2931 0.0010304 0.173029 0.557264 1.00061 0.0119242 0.00282326 0.18596 0.011915 0.00209359 0.00374075 0.296055 0.179494 0.0971732 0.0699043 0.0546611 4.3719
20.0 10.0 4.0 .25 1 0 0.1005E+05 0.1001E+04 0.4159E+02 0.1166E+15 0.708E+01 0.180E+00 0.322443 0.00268917 0.0492693 0.0196336 0.00325667 0.00100602 0.586846 0.0024257 0.157675 0.185727 0.377258 0.00643274 0.00165413 0.0941534 0.0161222 0.00122528 0.00201849 0.155811 0.103504 0.0544703 0.0367907 0.0306385 1.98625
20.0 1.0 4.0 .02 1 0 0.1198E+05 0.1006E+04 0.6205E+02 0.2518E+15 0.738E+01 0.168E-01 0.259151 0.00663427 1.24393 0.0615898 0.0352445 0.00123097 4.53514 0.0002568 0.159119 3.42079 4.17233 0.0296262 0.00672756 0.619371 0.00550955 0.00498866 0.00929316 0.878235 0.378361 0.28511 0.207365 0.160378 12.0505
20.0 1.0 4.0 .05 1 0 0.1169E+05 0.1006E+04 0.4877E+02 0.1589E+15 0.736E+01 0.405E-01 0.292038 0.0050026 0.440101 0.0486768 0.0165877 0.00124992 2.26037 0.0005526 0.174346 1.26744 1.97125 0.0181735 0.00415278 0.315401 0.00864431 0.003081 0.00570057 0.478693 0.259037 0.15386 0.113027 0.0865512 7.30094
20.0 10.0 4.0 .5 1 0 0.8593E+04 0.1016E+04 0.3052E+02 0.9513E+14 0.698E+01 0.320E+00 0.329655 0.00168783 0.0175047 0.0102391 0.0010483 0.000768096 0.272625 0.00473271 0.130214 0.0810951 0.172739 0.00352401 0.000972482 0.0517558 0.0156586 0.000721944 0.00110434 0.0877838 0.0590082 0.0323556 0.0207254 0.0182002 0.995558
20.0 1.0 4.0 .1 1 0 0.1123E+05 0.1008E+04 0.4479E+02 0.1287E+15 0.727E+01 0.784E-01 0.308511 0.00394277 0.178628 0.03538 0.00885427 0.00118468 1.29575 0.0010316 0.174309 0.558405 1.00575 0.0119702 0.00283522 0.186341 0.0119702 0.00210405 0.00375458 0.297269 0.18017 0.0975913 0.0701893 0.0548965 4.38086
20.0 1.0 4.0 .25 1 0 0.1006E+05 0.1005E+04 0.3488E+02 0.9987E+14 0.702E+01 0.183E+00 0.32207 0.00264419 0.0492122 0.0192437 0.00331732 0.00100164 0.582946 0.0024477 0.156204 0.182936 0.37038 0.00631901 0.00162645 0.0917899 0.0166832 0.00120776 0.00198395 0.153515 0.104029 0.0537244 0.0362457 0.0302198 1.95818
20.0 1.0 4.0 .5 1 0 0.8597E+04 0.1006E+04 0.3179E+02 0.9461E+14 0.703E+01 0.319E+00 0.329654 0.00169772 0.0175376 0.0102786 0.0010516 0.00077139 0.273942 0.00473273 0.130543 0.0814245 0.173398 0.00353718 0.000975775 0.0520853 0.0156915 0.000725238 0.00111093 0.088123 0.0593377 0.0324841 0.0208077 0.0182727 0.998851
20.0 300.0 4.0 .02 1 0 0.7655E+04 0.1013E+04 0.8220E+02 0.1422E+16 0.312E+01 0.171E-01 0.298945 0.00147679 0.678606 0.0140146 0.00729426 0.000213148 2.34971 0.000149229 0.071149 2.77421 2.76524 0.0103614 0.00244836 0.316882 0.000959614 0.0018146 0.00324953 0.404933 0.155452 0.131838 0.0956117 0.0741623 8.25089
20.0 300.0 4.0 .05 1 0 0.7481E+04 0.1002E+04 0.5620E+02 0.9571E+15 0.312E+01 0.411E-01 0.302918 0.000684594 0.22325 0.00773046 0.00269597 0.000174481 0.948133 0.000429189 0.0642186 0.926929 1.19047 0.00395308 0.000914812 0.124196 0.00116623 0.000678536 0.00123893 0.136443 0.0839082 0.0431234 0.0322153 0.0242577 4.36202
20.0 300.0 4.0 .1 1 0 0.7210E+04 0.1029E+04 0.4575E+02 0.7723E+15 0.313E+01 0.789E-01 0.308919 0.00037997 0.0902043 0.00424763 0.0011986 0.000140249 0.488092 0.000916115 0.0583856 0.398505 0.617838 0.00187205 0.000435575 0.0617838 0.00134071 0.000324365 0.000586946 0.0602422 0.0503538 0.0188533 0.0142226 0.0106052 2.56403
20.0 300.0 4.0 .25 1 0 0.6518E+04 0.1007E+04 0.3825E+02 0.6418E+15 0.314E+01 0.175E+00 0.316804 0.000142562 0.0237603 0.00133375 0.000307934 8.61708e-05 0.188499 0.00238002 0.0462534 0.127355 0.234435 0.000563912 0.000139394 0.0211942 0.00123554 0.000101377 0.00017741 0.0179723 0.0227466 0.00577851 0.00424201 0.00325041 1.1595
20.0 30.0 4.0 .02 1 0 0.1192E+05 0.1001E+04 0.5587E+02 0.2705E+15 0.704E+01 0.169E-01 0.257749 0.00668858 1.27843 0.0618288 0.0358271 0.00123977 4.6137 0.0002452 0.161608 3.50538 4.25285 0.029971 0.00680457 0.634062 0.00558799 0.00504672 0.00940268 0.889514 0.386623 0.289112 0.210029 0.162632 12.1657
20.0 30.0 4.0 .05 1 0 0.1163E+05 0.1003E+04 0.4150E+02 0.1704E+15 0.701E+01 0.408E-01 0.290875 0.0049187 0.442712 0.0479712 0.0165217 0.00121586 2.24265 0.0005403 0.171907 1.27113 1.9605 0.0179557 0.00409843 0.314145 0.00860991 0.00303965 0.00563135 0.472879 0.257425 0.151942 0.111655 0.0854708 7.21371
20.0 300.0 4.0 .5 1 0 0.5655E+04 0.1036E+04 0.3027E+02 0.5090E+15 0.315E+01 0.297E+00 0.320833 5.45417e-05 0.00698775 0.000413875 6.3525e-05 3.97833e-05 0.0702625 0.0048 0.0296129 0.0465208 0.0920791 0.0001925 5.13333e-05 0.00599958 0.000671825 3.85e-05 6.09583e-05 0.00658992 0.00946458 0.00220733 0.00155604 0.00124162 0.522958
20.0 30.0 4.0 .1 1 0 0.1117E+05 0.1003E+04 0.3724E+02 0.1379E+15 0.692E+01 0.790E-01 0.306809 0.0038167 0.177029 0.034473 0.00868268 0.00112292 1.26712 0.0010237 0.168131 0.552256 0.987924 0.0116649 0.00275514 0.183165 0.0116894 0.00204335 0.00366023 0.289342 0.176108 0.0948253 0.0683201 0.0533417 4.26464
20.0 30.0 4.0 .25 1 0 0.1001E+05 0.1010E+04 0.3574E+02 0.1240E+15 0.675E+01 0.182E+00 0.321713 0.00260266 0.0486109 0.0191065 0.00316566 0.000955488 0.569432 0.0024248 0.15217 0.18209 0.36997 0.00625732 0.00160535 0.09201 0.0156674 0.00119034 0.00196245 0.151411 0.100696 0.0528317 0.035752 0.0297199 1.92384
20.0 30.0 4.0 .5 1 0 0.8557E+04 0.1010E+04 0.3572E+02 0.1252E+15 0.679E+01 0.317E+00 0.329654 0.00164498 0.0174058 0.010038 0.00100874 0.000738426 0.270317 0.0047023 0.128236 0.0817543 0.173398 0.00344819 0.000949405 0.0524151 0.0146367 0.00070546 0.00108127 0.0857036 0.0573599 0.0315249 0.0202375 0.0177321 0.995556
20.0 100.0 4.5 .02 1 0 0.1177E+05 0.1028E+04 0.2754E+02 0.1444E+15 0.657E+01 0.167E-01 0.262484 0.0115493 0.855698 0.110356 0.0364853 0.00129667 4.82971 0.000781 0.16484 2.38335 3.88476 0.0393516 0.0090452 0.664085 0.00805826 0.00670909 0.0123446 1.00479 0.577465 0.324036 0.237246 0.182277 14.9616
20.0 100.0 4.5 .05 1 0 0.1148E+05 0.1011E+04 0.2315E+02 0.1086E+15 0.659E+01 0.398E-01 0.295266 0.00891408 0.257472 0.0717614 0.017775 0.00141137 2.49795 0.001711 0.180703 0.794265 1.53538 0.0232374 0.00570749 0.345461 0.0131689 0.00423411 0.00729012 0.55647 0.374988 0.18827 0.131393 0.105906 7.41117
20.0 100.0 4.5 .1 1 0 0.1103E+05 0.1004E+04 0.2163E+02 0.9663E+14 0.661E+01 0.756E-01 0.311395 0.007078 0.0959096 0.0465068 0.00990235 0.00145733 1.50092 0.003212 0.179363 0.330078 0.691296 0.0149407 0.00394849 0.213305 0.0179986 0.00292711 0.00468649 0.350901 0.264686 0.126289 0.0828528 0.0710385 3.92357
20.0 100.0 4.5 .25 1 0 0.9885E+04 0.1013E+04 0.1916E+02 0.8525E+14 0.663E+01 0.166E+00 0.325714 0.00480428 0.025764 0.0240963 0.00403885 0.0014592 0.736114 0.007534 0.157971 0.107486 0.236143 0.00819497 0.00236794 0.113674 0.0236794 0.0017556 0.00256988 0.188588 0.158297 0.0730316 0.0445284 0.0410823 1.59274
20.0 10.0 4.5 .02 1 0 0.1198E+05 0.1002E+04 0.4003E+02 0.1277E+15 0.754E+01 0.164E-01 0.263164 0.0123345 0.844757 0.116376 0.0371062 0.00133687 5.00012 0.000828 0.167109 2.39216 3.97378 0.0411826 0.00951865 0.671069 0.00826336 0.0070607 0.0129187 1.05009 0.594751 0.339616 0.247943 0.191041 15.5793
20.0 10.0 4.5 .05 1 0 0.1168E+05 0.1007E+04 0.3687E+02 0.9945E+14 0.765E+01 0.387E-01 0.298031 0.0100168 0.26644 0.0786862 0.0190442 0.0015438 2.73295 0.001727 0.193124 0.837468 1.63917 0.0254787 0.0063123 0.369559 0.0141565 0.00468207 0.0079932 0.611268 0.411283 0.208363 0.144331 0.117207 8.13625
20.0 100.0 4.5 .5 1 0 0.8455E+04 0.1024E+04 0.1647E+02 0.7572E+14 0.673E+01 0.272E+00 0.333396 0.00305724 0.00956845 0.0130524 0.00142026 0.00123356 0.370069 0.0146088 0.124023 0.0483423 0.10802 0.0048509 0.00147027 0.0686795 0.021404 0.0010902 0.00152028 0.109487 0.0923506 0.0437282 0.0258515 0.0245979 0.776812
20.0 10.0 4.5 .1 1 0 0.1122E+05 0.1001E+04 0.3621E+02 0.9166E+14 0.779E+01 0.724E-01 0.314479 0.00807896 0.101262 0.0518009 0.0108181 0.00164158 1.67932 0.003184 0.195291 0.358506 0.751604 0.0166737 0.00444044 0.233658 0.0195291 0.00329574 0.00522978 0.39157 0.294352 0.141931 0.0924567 0.0798398 4.4027
20.0 10.0 4.5 .25 1 0 0.1005E+05 0.1007E+04 0.3395E+02 0.8641E+14 0.806E+01 0.154E+00 0.329471 0.00553511 0.0279721 0.0273098 0.00444785 0.0016803 0.84015 0.0074189 0.173631 0.120916 0.265224 0.00929107 0.00269178 0.128494 0.0256328 0.00199659 0.00291252 0.211843 0.177255 0.0823413 0.0500202 0.0463203 1.82527
20.0 1.0 4.5 .02 1 0 0.1198E+05 0.1004E+04 0.4051E+02 0.1274E+15 0.756E+01 0.164E-01 0.263164 0.0123371 0.844757 0.116379 0.0371062 0.00133951 5.00012 0.000828 0.167372 2.3869 3.97378 0.0411826 0.00952128 0.671069 0.00826336 0.0070607 0.0129187 1.05014 0.594751 0.339648 0.247956 0.191057 15.5793
20.0 1.0 4.5 .05 1 0 0.1169E+05 0.1000E+04 0.3763E+02 0.9945E+14 0.767E+01 0.387E-01 0.298031 0.0100258 0.26644 0.078725 0.0190442 0.00155274 2.73295 0.001727 0.19372 0.837468 1.63917 0.0254936 0.00631826 0.372539 0.0141565 0.00468505 0.00799618 0.611688 0.411283 0.208527 0.144429 0.117299 8.13625
20.0 10.0 4.5 .5 1 0 0.8596E+04 0.1007E+04 0.2099E+02 0.6058E+14 0.804E+01 0.256E+00 0.334957 0.00348356 0.0104842 0.0146912 0.00162789 0.00141687 0.422046 0.0145113 0.134318 0.0535932 0.119245 0.0054665 0.00165804 0.0763703 0.0241504 0.00122929 0.00171498 0.122189 0.103837 0.048877 0.0288499 0.0274933 0.86754
20.0 1.0 4.5 .1 1 0 0.1123E+05 0.1003E+04 0.3669E+02 0.9138E+14 0.781E+01 0.724E-01 0.314479 0.00808839 0.101262 0.0518449 0.0108181 0.0016573 1.67932 0.003184 0.196235 0.358506 0.751604 0.0166894 0.00444673 0.233972 0.0195291 0.00329888 0.00523607 0.391991 0.294666 0.142097 0.0925542 0.079931 4.4027
20.0 1.0 4.5 .25 1 0 0.1006E+05 0.1018E+04 0.2492E+02 0.6738E+14 0.790E+01 0.157E+00 0.328836 0.00543566 0.0276222 0.0267541 0.00450506 0.00166062 0.828667 0.0074958 0.171652 0.117066 0.257808 0.00914493 0.00265371 0.125615 0.0263069 0.00196973 0.00286745 0.209728 0.176914 0.0815448 0.0495194 0.0458694 1.77243
20.0 1.0 4.5 .5 1 0 0.8597E+04 0.1005E+04 0.2127E+02 0.6045E+14 0.807E+01 0.256E+00 0.334955 0.00348688 0.0104841 0.0147079 0.00163123 0.00141686 0.422044 0.0145114 0.134652 0.0535928 0.119244 0.00547317 0.00166138 0.0763698 0.0241838 0.00123264 0.00171832 0.122339 0.103836 0.0489336 0.0288865 0.0275266 0.870884
20.0 300.0 4.5 .02 1 0 0.1028E+05 0.1016E+04 0.2868E+02 0.2970E+15 0.441E+01 0.170E-01 0.284744 0.00834299 0.882705 0.0848849 0.0280472 0.000951043 4.29963 0.0006063 0.145219 2.57978 3.87251 0.0328224 0.00746598 0.612199 0.00571196 0.00553826 0.0102963 0.891199 0.492606 0.284744 0.210425 0.160174 14.5789
20.0 300.0 4.5 .05 1 0 0.1003E+05 0.1015E+04 0.2097E+02 0.2085E+15 0.441E+01 0.411E-01 0.301076 0.0054826 0.236646 0.0493464 0.0115011 0.000861079 1.87571 0.0015514 0.136087 0.74968 1.38194 0.0167067 0.00398926 0.267958 0.00803874 0.00295958 0.00524174 0.41803 0.267657 0.137213 0.0987049 0.077184 6.35271
20.0 300.0 4.5 .1 1 0 0.9649E+04 0.1019E+04 0.1829E+02 0.1779E+15 0.439E+01 0.793E-01 0.309891 0.00402858 0.0824309 0.0298425 0.00576397 0.000787122 1.02264 0.0031211 0.124886 0.290678 0.588792 0.00987312 0.00252871 0.148438 0.0101644 0.00187484 0.00309581 0.242111 0.17137 0.0840951 0.0571655 0.0473048 3.19187
20.0 300.0 4.5 .25 1 0 0.8669E+04 0.1033E+04 0.1615E+02 0.1560E+15 0.438E+01 0.178E+00 0.320753 0.00249546 0.0201754 0.0137379 0.00200471 0.000679997 0.45547 0.0076402 0.103603 0.0869241 0.188603 0.00479526 0.00135999 0.0712072 0.0117396 0.00101037 0.00150433 0.118403 0.0933392 0.044697 0.0279569 0.0251438 1.23169
20.0 30.0 4.5 .02 1 0 0.1196E+05 0.1004E+04 0.3724E+02 0.1302E+15 0.742E+01 0.164E-01 0.262607 0.0122769 0.848219 0.115972 0.0370275 0.00132616 4.98952 0.000821 0.166493 2.39497 3.96536 0.0410533 0.00948272 0.672273 0.00824585 0.0070326 0.0128782 1.04632 0.593491 0.338295 0.247052 0.190298 15.52
20.0 30.0 4.5 .05 1 0 0.1167E+05 0.1002E+04 0.3417E+02 0.1017E+15 0.752E+01 0.388E-01 0.297101 0.00990239 0.265312 0.0779772 0.0188957 0.00151225 2.70659 0.001725 0.190442 0.831884 1.62812 0.0252388 0.00624804 0.368406 0.0139935 0.00463478 0.00791775 0.604976 0.407029 0.206064 0.142846 0.115914 8.05145
20.0 300.0 4.5 .5 1 0 0.7447E+04 0.1006E+04 0.1537E+02 0.1501E+15 0.447E+01 0.285E+00 0.328166 0.00120437 0.00754125 0.00551975 0.000646487 0.000544755 0.231357 0.0149012 0.0843386 0.0406926 0.0895893 0.0021298 0.000639923 0.0413489 0.00941836 0.00047584 0.000669458 0.0537798 0.053491 0.0210486 0.0127 0.0118402 0.636642
20.0 30.0 4.5 .1 1 0 0.1121E+05 0.1008E+04 0.3334E+02 0.9357E+14 0.764E+01 0.728E-01 0.314299 0.00799891 0.101204 0.0513942 0.010749 0.00160293 1.66264 0.003182 0.192351 0.355158 0.748032 0.0165321 0.00440019 0.232267 0.0193923 0.00326243 0.00518594 0.387971 0.29167 0.140529 0.0916056 0.0790494 4.33733
20.0 30.0 4.5 .25 1 0 0.1004E+05 0.1006E+04 0.3170E+02 0.8871E+14 0.788E+01 0.155E+00 0.329061 0.00547557 0.0278056 0.0270652 0.00440941 0.00163543 0.829233 0.0074279 0.170783 0.119449 0.262261 0.00919725 0.00266539 0.127346 0.0253706 0.00197765 0.00288586 0.20976 0.175389 0.0815083 0.0495269 0.045848 1.79996
20.0 30.0 4.5 .5 1 0 0.8584E+04 0.1006E+04 0.2855E+02 0.8350E+14 0.818E+01 0.247E+00 0.335218 0.00346951 0.010727 0.0146826 0.00162246 0.00140121 0.42908 0.0144103 0.134758 0.0559815 0.124366 0.00543389 0.00164592 0.0774355 0.0232306 0.0012202 0.00170626 0.120803 0.103247 0.0483284 0.0285237 0.0271862 0.90509
